Date,SKU,Region,Channel,Units Sold,Unit Price,Revenue
2024-08-08,Capture Clip v3,EU,DTC,16,70.0,1120.0
2024-08-08,Capture Clip v3,EU,Wholesale,16,59.5,952.0
2024-08-08,Capture Clip v3,Asia,DTC,17,70.0,1190.0
2024-08-08,Capture Clip v3,Asia,Wholesale,25,59.5,1487.5
2024-08-08,Capture Clip Pro,US,DTC,12,90.0,1080.0
2024-08-08,Capture Clip Pro,US,Wholesale,38,76.5,2907.0
2024-08-08,Capture Clip Pro,EU,DTC,19,90.0,1710.0
2024-08-08,Capture Clip Pro,EU,Wholesale,25,76.5,1912.5
2024-08-08,Capture Clip Pro,Asia,DTC,12,90.0,1080.0
2024-08-08,Capture Clip Pro,Asia,Wholesale,35,76.5,2677.5
2024-08-08,Tech Pouch,US,DTC,21,60.0,1260.0
2024-08-08,Tech Pouch,US,Wholesale,41,51.0,2091.0
2024-08-08,Tech Pouch,EU,DTC,16,60.0,960.0
2024-08-08,Tech Pouch,EU,Wholesale,32,51.0,1632.0
2024-08-08,Tech Pouch,Asia,DTC,11,60.0,660.0
2024-08-08,Tech Pouch,Asia,Wholesale,34,51.0,1734.0
2024-08-08,Wash Pouch,US,DTC,20,65.0,1300.0
2024-08-08,Wash Pouch,US,Wholesale,35,55.25,1933.75
2024-08-08,Wash Pouch,EU,DTC,12,65.0,780.0
2024-08-08,Wash Pouch,EU,Wholesale,25,55.25,1381.25
2024-08-08,Wash Pouch,Asia,DTC,14,65.0,910.0
2024-08-08,Wash Pouch,Asia,Wholesale,29,55.25,1602.25
2024-08-09,Travel Duffel 30L,US,DTC,13,150.0,1950.0
2024-08-09,Travel Duffel 30L,US,Wholesale,37,127.5,4717.5
2024-08-09,Travel Duffel 30L,EU,DTC,21,150.0,3150.0
2024-08-09,Travel Duffel 30L,EU,Wholesale,33,127.5,4207.5
2024-08-09,Travel Duffel 30L,Asia,DTC,16,150.0,2400.0
2024-08-09,Travel Duffel 30L,Asia,Wholesale,39,127.5,4972.5
2024-08-09,Travel Duffel 45L,US,DTC,13,170.0,2210.0
2024-08-09,Travel Duffel 45L,US,Wholesale,23,144.5,3323.5
2024-08-09,Travel Duffel 45L,EU,DTC,21,170.0,3570.0
2024-08-09,Travel Duffel 45L,EU,Wholesale,40,144.5,5780.0
2024-08-09,Travel Duffel 45L,Asia,DTC,23,170.0,3910.0
2024-08-09,Travel Duffel 45L,Asia,Wholesale,39,144.5,5635.5
2024-08-09,Everyday Backpack 20L,US,DTC,26,180.0,4680.0
2024-08-09,Everyday Backpack 20L,US,Wholesale,21,153.0,3213.0
2024-08-09,Everyday Backpack 20L,EU,DTC,26,180.0,4680.0
2024-08-09,Everyday Backpack 20L,EU,Wholesale,36,153.0,5508.0
2024-08-09,Everyday Backpack 20L,Asia,DTC,24,180.0,4320.0
2024-08-09,Everyday Backpack 20L,Asia,Wholesale,30,153.0,4590.0
2024-08-09,Everyday Backpack 30L,US,DTC,29,200.0,5800.0
2024-08-09,Everyday Backpack 30L,US,Wholesale,23,170.0,3910.0
2024-08-09,Everyday Backpack 30L,EU,DTC,16,200.0,3200.0
2024-08-09,Everyday Backpack 30L,EU,Wholesale,40,170.0,6800.0
2024-08-09,Everyday Backpack 30L,Asia,DTC,22,200.0,4400.0
2024-08-09,Everyday Backpack 30L,Asia,Wholesale,34,170.0,5780.0
2024-08-09,Capture Clip v3,US,DTC,15,70.0,1050.0
2024-08-09,Capture Clip v3,US,Wholesale,41,59.5,2439.5
2024-08-09,Capture Clip v3,EU,DTC,9,70.0,630.0
2024-08-09,Capture Clip v3,EU,Wholesale,34,59.5,2023.0
2024-08-09,Capture Clip v3,Asia,DTC,18,70.0,1260.0
2024-08-09,Capture Clip v3,Asia,Wholesale,36,59.5,2142.0
2024-08-09,Capture Clip Pro,US,DTC,18,90.0,1620.0
2024-08-09,Capture Clip Pro,US,Wholesale,26,76.5,1989.0
2024-08-09,Capture Clip Pro,EU,DTC,14,90.0,1260.0
2024-08-09,Capture Clip Pro,EU,Wholesale,33,76.5,2524.5
2024-08-09,Capture Clip Pro,Asia,DTC,10,90.0,900.0
2024-08-09,Capture Clip Pro,Asia,Wholesale,31,76.5,2371.5
2024-08-09,Tech Pouch,US,DTC,16,60.0,960.0
2024-08-09,Tech Pouch,US,Wholesale,34,51.0,1734.0
2024-08-09,Tech Pouch,EU,DTC,19,60.0,1140.0
2024-08-09,Tech Pouch,EU,Wholesale,37,51.0,1887.0
2024-08-09,Tech Pouch,Asia,DTC,19,60.0,1140.0
2024-08-09,Tech Pouch,Asia,Wholesale,36,51.0,1836.0
2024-08-09,Wash Pouch,US,DTC,12,65.0,780.0
2024-08-09,Wash Pouch,US,Wholesale,38,55.25,2099.5
2024-08-09,Wash Pouch,EU,DTC,17,65.0,1105.0
2024-08-09,Wash Pouch,EU,Wholesale,35,55.25,1933.75
2024-08-09,Wash Pouch,Asia,DTC,19,65.0,1235.0
2024-08-09,Wash Pouch,Asia,Wholesale,39,55.25,2154.75
2024-08-10,Travel Duffel 30L,US,DTC,23,150.0,3450.0
2024-08-10,Travel Duffel 30L,US,Wholesale,31,127.5,3952.5
2024-08-10,Travel Duffel 30L,EU,DTC,12,150.0,1800.0
2024-08-10,Travel Duffel 30L,EU,Wholesale,29,127.5,3697.5
2024-08-10,Travel Duffel 30L,Asia,DTC,13,150.0,1950.0
2024-08-10,Travel Duffel 30L,Asia,Wholesale,37,127.5,4717.5
2024-08-10,Travel Duffel 45L,US,DTC,11,170.0,1870.0
2024-08-10,Travel Duffel 45L,US,Wholesale,30,144.5,4335.0
2024-08-10,Travel Duffel 45L,EU,DTC,19,170.0,3230.0
2024-08-10,Travel Duffel 45L,EU,Wholesale,34,144.5,4913.0
2024-08-10,Travel Duffel 45L,Asia,DTC,14,170.0,2380.0
2024-08-10,Travel Duffel 45L,Asia,Wholesale,53,144.5,7658.5
2024-08-10,Everyday Backpack 20L,US,DTC,16,180.0,2880.0
2024-08-10,Everyday Backpack 20L,US,Wholesale,32,153.0,4896.0
2024-08-10,Everyday Backpack 20L,EU,DTC,19,180.0,3420.0
2024-08-10,Everyday Backpack 20L,EU,Wholesale,20,153.0,3060.0
2024-08-10,Everyday Backpack 20L,Asia,DTC,19,180.0,3420.0
2024-08-10,Everyday Backpack 20L,Asia,Wholesale,24,153.0,3672.0
2024-08-10,Everyday Backpack 30L,US,DTC,17,200.0,3400.0
2024-08-10,Everyday Backpack 30L,US,Wholesale,23,170.0,3910.0
2024-08-10,Everyday Backpack 30L,EU,DTC,17,200.0,3400.0
2024-08-10,Everyday Backpack 30L,EU,Wholesale,48,170.0,8160.0
2024-08-10,Everyday Backpack 30L,Asia,DTC,13,200.0,2600.0
2024-08-10,Everyday Backpack 30L,Asia,Wholesale,39,170.0,6630.0
2024-08-10,Capture Clip v3,US,DTC,26,70.0,1820.0
2024-08-10,Capture Clip v3,US,Wholesale,26,59.5,1547.0
2024-08-10,Capture Clip v3,EU,DTC,17,70.0,1190.0
2024-08-10,Capture Clip v3,EU,Wholesale,27,59.5,1606.5
2024-08-10,Capture Clip v3,Asia,DTC,24,70.0,1680.0
2024-08-10,Capture Clip v3,Asia,Wholesale,42,59.5,2499.0
2024-08-10,Capture Clip Pro,US,DTC,18,90.0,1620.0
2024-08-10,Capture Clip Pro,US,Wholesale,27,76.5,2065.5
2024-08-10,Capture Clip Pro,EU,DTC,15,90.0,1350.0
2024-08-10,Capture Clip Pro,EU,Wholesale,37,76.5,2830.5
2024-08-10,Capture Clip Pro,Asia,DTC,15,90.0,1350.0
2024-08-10,Capture Clip Pro,Asia,Wholesale,30,76.5,2295.0
2024-08-10,Tech Pouch,US,DTC,8,60.0,480.0
2024-08-10,Tech Pouch,US,Wholesale,25,51.0,1275.0
2024-08-10,Tech Pouch,EU,DTC,17,60.0,1020.0
2024-08-10,Tech Pouch,EU,Wholesale,32,51.0,1632.0
2024-08-10,Tech Pouch,Asia,DTC,16,60.0,960.0
2024-08-10,Tech Pouch,Asia,Wholesale,23,51.0,1173.0
2024-08-10,Wash Pouch,US,DTC,10,65.0,650.0
2024-08-10,Wash Pouch,US,Wholesale,31,55.25,1712.75
2024-08-10,Wash Pouch,EU,DTC,13,65.0,845.0
2024-08-10,Wash Pouch,EU,Wholesale,29,55.25,1602.25
2024-08-10,Wash Pouch,Asia,DTC,26,65.0,1690.0
2024-08-10,Wash Pouch,Asia,Wholesale,30,55.25,1657.5
2024-08-11,Travel Duffel 30L,US,DTC,17,150.0,2550.0
2024-08-11,Travel Duffel 30L,US,Wholesale,31,127.5,3952.5
2024-08-11,Travel Duffel 30L,EU,DTC,13,150.0,1950.0
2024-08-11,Travel Duffel 30L,EU,Wholesale,31,127.5,3952.5
2024-08-11,Travel Duffel 30L,Asia,DTC,15,150.0,2250.0
2024-08-11,Travel Duffel 30L,Asia,Wholesale,33,127.5,4207.5
2024-08-11,Travel Duffel 45L,US,DTC,24,170.0,4080.0
2024-08-11,Travel Duffel 45L,US,Wholesale,33,144.5,4768.5
2024-08-11,Travel Duffel 45L,EU,DTC,16,170.0,2720.0
2024-08-11,Travel Duffel 45L,EU,Wholesale,25,144.5,3612.5
2024-08-11,Travel Duffel 45L,Asia,DTC,18,170.0,3060.0
2024-08-11,Travel Duffel 45L,Asia,Wholesale,43,144.5,6213.5
2024-08-11,Everyday Backpack 20L,US,DTC,14,180.0,2520.0
2024-08-11,Everyday Backpack 20L,US,Wholesale,26,153.0,3978.0
2024-08-11,Everyday Backpack 20L,EU,DTC,24,180.0,4320.0
2024-08-11,Everyday Backpack 20L,EU,Wholesale,34,153.0,5202.0
2024-08-11,Everyday Backpack 20L,Asia,DTC,21,180.0,3780.0
2024-08-11,Everyday Backpack 20L,Asia,Wholesale,25,153.0,3825.0
2024-08-11,Everyday Backpack 30L,US,DTC,17,200.0,3400.0
2024-08-11,Everyday Backpack 30L,US,Wholesale,26,170.0,4420.0
2024-08-11,Everyday Backpack 30L,EU,DTC,17,200.0,3400.0
2024-08-11,Everyday Backpack 30L,EU,Wholesale,23,170.0,3910.0
2024-08-11,Everyday Backpack 30L,Asia,DTC,12,200.0,2400.0
2024-08-11,Everyday Backpack 30L,Asia,Wholesale,25,170.0,4250.0
2024-08-11,Capture Clip v3,US,DTC,15,70.0,1050.0
2024-08-11,Capture Clip v3,US,Wholesale,19,59.5,1130.5
2024-08-11,Capture Clip v3,EU,DTC,19,70.0,1330.0
2024-08-11,Capture Clip v3,EU,Wholesale,33,59.5,1963.5
2024-08-11,Capture Clip v3,Asia,DTC,10,70.0,700.0
2024-08-11,Capture Clip v3,Asia,Wholesale,32,59.5,1904.0
2024-08-11,Capture Clip Pro,US,DTC,21,90.0,1890.0
2024-08-11,Capture Clip Pro,US,Wholesale,38,76.5,2907.0
2024-08-11,Capture Clip Pro,EU,DTC,22,90.0,1980.0
2024-08-11,Capture Clip Pro,EU,Wholesale,27,76.5,2065.5
2024-08-11,Capture Clip Pro,Asia,DTC,15,90.0,1350.0
2024-08-11,Capture Clip Pro,Asia,Wholesale,21,76.5,1606.5
2024-08-11,Tech Pouch,US,DTC,16,60.0,960.0
2024-08-11,Tech Pouch,US,Wholesale,26,51.0,1326.0
2024-08-11,Tech Pouch,EU,DTC,19,60.0,1140.0
2024-08-11,Tech Pouch,EU,Wholesale,43,51.0,2193.0
2024-08-11,Tech Pouch,Asia,DTC,21,60.0,1260.0
2024-08-11,Tech Pouch,Asia,Wholesale,35,51.0,1785.0
2024-08-11,Wash Pouch,US,DTC,11,65.0,715.0
2024-08-11,Wash Pouch,US,Wholesale,22,55.25,1215.5
2024-08-11,Wash Pouch,EU,DTC,14,65.0,910.0
2024-08-11,Wash Pouch,EU,Wholesale,16,55.25,884.0
2024-08-11,Wash Pouch,Asia,DTC,13,65.0,845.0
2024-08-11,Wash Pouch,Asia,Wholesale,41,55.25,2265.25
2024-08-12,Travel Duffel 30L,US,DTC,9,150.0,1350.0
2024-08-12,Travel Duffel 30L,US,Wholesale,28,127.5,3570.0
2024-08-12,Travel Duffel 30L,EU,DTC,11,150.0,1650.0
2024-08-12,Travel Duffel 30L,EU,Wholesale,30,127.5,3825.0
2024-08-12,Travel Duffel 30L,Asia,DTC,14,150.0,2100.0
2024-08-12,Travel Duffel 30L,Asia,Wholesale,39,127.5,4972.5
2024-08-12,Travel Duffel 45L,US,DTC,22,170.0,3740.0
2024-08-12,Travel Duffel 45L,US,Wholesale,40,144.5,5780.0
2024-08-12,Travel Duffel 45L,EU,DTC,13,170.0,2210.0
2024-08-12,Travel Duffel 45L,EU,Wholesale,34,144.5,4913.0
2024-08-12,Travel Duffel 45L,Asia,DTC,19,170.0,3230.0
2024-08-12,Travel Duffel 45L,Asia,Wholesale,45,144.5,6502.5
2024-08-12,Everyday Backpack 20L,US,DTC,14,180.0,2520.0
2024-08-12,Everyday Backpack 20L,US,Wholesale,26,153.0,3978.0
2024-08-12,Everyday Backpack 20L,EU,DTC,16,180.0,2880.0
2024-08-12,Everyday Backpack 20L,EU,Wholesale,23,153.0,3519.0
2024-08-12,Everyday Backpack 20L,Asia,DTC,14,180.0,2520.0
2024-08-12,Everyday Backpack 20L,Asia,Wholesale,27,153.0,4131.0
2024-08-12,Everyday Backpack 30L,US,DTC,9,200.0,1800.0
2024-08-12,Everyday Backpack 30L,US,Wholesale,36,170.0,6120.0
2024-08-12,Everyday Backpack 30L,EU,DTC,13,200.0,2600.0
2024-08-12,Everyday Backpack 30L,EU,Wholesale,28,170.0,4760.0
2024-08-12,Everyday Backpack 30L,Asia,DTC,16,200.0,3200.0
2024-08-12,Everyday Backpack 30L,Asia,Wholesale,38,170.0,6460.0
2024-08-12,Capture Clip v3,US,DTC,14,70.0,980.0
2024-08-12,Capture Clip v3,US,Wholesale,34,59.5,2023.0
2024-08-12,Capture Clip v3,EU,DTC,21,70.0,1470.0
2024-08-12,Capture Clip v3,EU,Wholesale,37,59.5,2201.5
2024-08-12,Capture Clip v3,Asia,DTC,19,70.0,1330.0
2024-08-12,Capture Clip v3,Asia,Wholesale,28,59.5,1666.0
2024-08-12,Capture Clip Pro,US,DTC,12,90.0,1080.0
2024-08-12,Capture Clip Pro,US,Wholesale,29,76.5,2218.5
2024-08-12,Capture Clip Pro,EU,DTC,13,90.0,1170.0
2024-08-12,Capture Clip Pro,EU,Wholesale,26,76.5,1989.0
2024-08-12,Capture Clip Pro,Asia,DTC,10,90.0,900.0
2024-08-12,Capture Clip Pro,Asia,Wholesale,31,76.5,2371.5
2024-08-12,Tech Pouch,US,DTC,27,60.0,1620.0
2024-08-12,Tech Pouch,US,Wholesale,24,51.0,1224.0
2024-08-12,Tech Pouch,EU,DTC,21,60.0,1260.0
2024-08-12,Tech Pouch,EU,Wholesale,39,51.0,1989.0
2024-08-12,Tech Pouch,Asia,DTC,21,60.0,1260.0
2024-08-12,Tech Pouch,Asia,Wholesale,26,51.0,1326.0
2024-08-12,Wash Pouch,US,DTC,16,65.0,1040.0
2024-08-12,Wash Pouch,US,Wholesale,29,55.25,1602.25
2024-08-12,Wash Pouch,EU,DTC,15,65.0,975.0
2024-08-12,Wash Pouch,EU,Wholesale,31,55.25,1712.75
2024-08-12,Wash Pouch,Asia,DTC,17,65.0,1105.0
2024-08-12,Wash Pouch,Asia,Wholesale,23,55.25,1270.75
2024-08-13,Travel Duffel 30L,US,DTC,19,150.0,2850.0
2024-08-13,Travel Duffel 30L,US,Wholesale,36,127.5,4590.0
2024-08-13,Travel Duffel 30L,EU,DTC,23,150.0,3450.0
2024-08-13,Travel Duffel 30L,EU,Wholesale,38,127.5,4845.0
2024-08-13,Travel Duffel 30L,Asia,DTC,24,150.0,3600.0
2024-08-13,Travel Duffel 30L,Asia,Wholesale,34,127.5,4335.0
2024-08-13,Travel Duffel 45L,US,DTC,23,170.0,3910.0
2024-08-13,Travel Duffel 45L,US,Wholesale,33,144.5,4768.5
2024-08-13,Travel Duffel 45L,EU,DTC,12,170.0,2040.0
2024-08-13,Travel Duffel 45L,EU,Wholesale,33,144.5,4768.5
2024-08-13,Travel Duffel 45L,Asia,DTC,17,170.0,2890.0
2024-08-13,Travel Duffel 45L,Asia,Wholesale,35,144.5,5057.5
2024-08-13,Everyday Backpack 20L,US,DTC,18,180.0,3240.0
2024-08-13,Everyday Backpack 20L,US,Wholesale,35,153.0,5355.0
2024-08-13,Everyday Backpack 20L,EU,DTC,10,180.0,1800.0
2024-08-13,Everyday Backpack 20L,EU,Wholesale,35,153.0,5355.0
2024-08-13,Everyday Backpack 20L,Asia,DTC,11,180.0,1980.0
2024-08-13,Everyday Backpack 20L,Asia,Wholesale,30,153.0,4590.0
2024-08-13,Everyday Backpack 30L,US,DTC,17,200.0,3400.0
2024-08-13,Everyday Backpack 30L,US,Wholesale,29,170.0,4930.0
2024-08-13,Everyday Backpack 30L,EU,DTC,26,200.0,5200.0
2024-08-13,Everyday Backpack 30L,EU,Wholesale,29,170.0,4930.0
2024-08-13,Everyday Backpack 30L,Asia,DTC,16,200.0,3200.0
2024-08-13,Everyday Backpack 30L,Asia,Wholesale,43,170.0,7310.0
2024-08-13,Capture Clip v3,US,DTC,22,70.0,1540.0
2024-08-13,Capture Clip v3,US,Wholesale,34,59.5,2023.0
2024-08-13,Capture Clip v3,EU,DTC,17,70.0,1190.0
2024-08-13,Capture Clip v3,EU,Wholesale,28,59.5,1666.0
2024-08-13,Capture Clip v3,Asia,DTC,11,70.0,770.0
2024-08-13,Capture Clip v3,Asia,Wholesale,37,59.5,2201.5
2024-08-13,Capture Clip Pro,US,DTC,18,90.0,1620.0
2024-08-13,Capture Clip Pro,US,Wholesale,26,76.5,1989.0
2024-08-13,Capture Clip Pro,EU,DTC,18,90.0,1620.0
2024-08-13,Capture Clip Pro,EU,Wholesale,23,76.5,1759.5
2024-08-13,Capture Clip Pro,Asia,DTC,20,90.0,1800.0
2024-08-13,Capture Clip Pro,Asia,Wholesale,30,76.5,2295.0
2024-08-13,Tech Pouch,US,DTC,19,60.0,1140.0
2024-08-13,Tech Pouch,US,Wholesale,40,51.0,2040.0
2024-08-13,Tech Pouch,EU,DTC,16,60.0,960.0
2024-08-13,Tech Pouch,EU,Wholesale,39,51.0,1989.0
2024-08-13,Tech Pouch,Asia,DTC,12,60.0,720.0
2024-08-13,Tech Pouch,Asia,Wholesale,32,51.0,1632.0
2024-08-13,Wash Pouch,US,DTC,21,65.0,1365.0
2024-08-13,Wash Pouch,US,Wholesale,41,55.25,2265.25
2024-08-13,Wash Pouch,EU,DTC,20,65.0,1300.0
2024-08-13,Wash Pouch,EU,Wholesale,25,55.25,1381.25
2024-08-13,Wash Pouch,Asia,DTC,18,65.0,1170.0
2024-08-13,Wash Pouch,Asia,Wholesale,22,55.25,1215.5
2024-08-14,Travel Duffel 30L,US,DTC,14,150.0,2100.0
2024-08-14,Travel Duffel 30L,US,Wholesale,34,127.5,4335.0
2024-08-14,Travel Duffel 30L,EU,DTC,19,150.0,2850.0
2024-08-14,Travel Duffel 30L,EU,Wholesale,22,127.5,2805.0
2024-08-14,Travel Duffel 30L,Asia,DTC,19,150.0,2850.0
2024-08-14,Travel Duffel 30L,Asia,Wholesale,32,127.5,4080.0
2024-08-14,Travel Duffel 45L,US,DTC,18,170.0,3060.0
2024-08-14,Travel Duffel 45L,US,Wholesale,23,144.5,3323.5
2024-08-14,Travel Duffel 45L,EU,DTC,19,170.0,3230.0
2024-08-14,Travel Duffel 45L,EU,Wholesale,38,144.5,5491.0
2024-08-14,Travel Duffel 45L,Asia,DTC,14,170.0,2380.0
2024-08-14,Travel Duffel 45L,Asia,Wholesale,28,144.5,4046.0
2024-08-14,Everyday Backpack 20L,US,DTC,25,180.0,4500.0
2024-08-14,Everyday Backpack 20L,US,Wholesale,20,153.0,3060.0
2024-08-14,Everyday Backpack 20L,EU,DTC,28,180.0,5040.0
2024-08-14,Everyday Backpack 20L,EU,Wholesale,32,153.0,4896.0
2024-08-14,Everyday Backpack 20L,Asia,DTC,29,180.0,5220.0
2024-08-14,Everyday Backpack 20L,Asia,Wholesale,35,153.0,5355.0
2024-08-14,Everyday Backpack 30L,US,DTC,19,200.0,3800.0
2024-08-14,Everyday Backpack 30L,US,Wholesale,41,170.0,6970.0
2024-08-14,Everyday Backpack 30L,EU,DTC,20,200.0,4000.0
2024-08-14,Everyday Backpack 30L,EU,Wholesale,41,170.0,6970.0
2024-08-14,Everyday Backpack 30L,Asia,DTC,15,200.0,3000.0
2024-08-14,Everyday Backpack 30L,Asia,Wholesale,21,170.0,3570.0
2024-08-14,Capture Clip v3,US,DTC,13,70.0,910.0
2024-08-14,Capture Clip v3,US,Wholesale,20,59.5,1190.0
2024-08-14,Capture Clip v3,EU,DTC,14,70.0,980.0
2024-08-14,Capture Clip v3,EU,Wholesale,31,59.5,1844.5
2024-08-14,Capture Clip v3,Asia,DTC,12,70.0,840.0
2024-08-14,Capture Clip v3,Asia,Wholesale,36,59.5,2142.0
2024-08-14,Capture Clip Pro,US,DTC,20,90.0,1800.0
2024-08-14,Capture Clip Pro,US,Wholesale,26,76.5,1989.0
2024-08-14,Capture Clip Pro,EU,DTC,17,90.0,1530.0
2024-08-14,Capture Clip Pro,EU,Wholesale,44,76.5,3366.0
2024-08-14,Capture Clip Pro,Asia,DTC,12,90.0,1080.0
2024-08-14,Capture Clip Pro,Asia,Wholesale,34,76.5,2601.0
2024-08-14,Tech Pouch,US,DTC,10,60.0,600.0
2024-08-14,Tech Pouch,US,Wholesale,39,51.0,1989.0
2024-08-14,Tech Pouch,EU,DTC,18,60.0,1080.0
2024-08-14,Tech Pouch,EU,Wholesale,20,51.0,1020.0
2024-08-14,Tech Pouch,Asia,DTC,13,60.0,780.0
2024-08-14,Tech Pouch,Asia,Wholesale,24,51.0,1224.0
2024-08-14,Wash Pouch,US,DTC,20,65.0,1300.0
2024-08-14,Wash Pouch,US,Wholesale,40,55.25,2210.0
2024-08-14,Wash Pouch,EU,DTC,13,65.0,845.0
2024-08-14,Wash Pouch,EU,Wholesale,28,55.25,1547.0
2024-08-14,Wash Pouch,Asia,DTC,25,65.0,1625.0
2024-08-14,Wash Pouch,Asia,Wholesale,22,55.25,1215.5
2024-08-15,Travel Duffel 30L,US,DTC,19,150.0,2850.0
2024-08-15,Travel Duffel 30L,US,Wholesale,32,127.5,4080.0
2024-08-15,Travel Duffel 30L,EU,DTC,14,150.0,2100.0
2024-08-15,Travel Duffel 30L,EU,Wholesale,39,127.5,4972.5
2024-08-15,Travel Duffel 30L,Asia,DTC,14,150.0,2100.0
2024-08-15,Travel Duffel 30L,Asia,Wholesale,35,127.5,4462.5
2024-08-15,Travel Duffel 45L,US,DTC,16,170.0,2720.0
2024-08-15,Travel Duffel 45L,US,Wholesale,29,144.5,4190.5
2024-08-15,Travel Duffel 45L,EU,DTC,22,170.0,3740.0
2024-08-15,Travel Duffel 45L,EU,Wholesale,26,144.5,3757.0
2024-08-15,Travel Duffel 45L,Asia,DTC,24,170.0,4080.0
2024-08-15,Travel Duffel 45L,Asia,Wholesale,43,144.5,6213.5
2024-08-15,Everyday Backpack 20L,US,DTC,21,180.0,3780.0
2024-08-15,Everyday Backpack 20L,US,Wholesale,26,153.0,3978.0
2024-08-15,Everyday Backpack 20L,EU,DTC,20,180.0,3600.0
2024-08-15,Everyday Backpack 20L,EU,Wholesale,21,153.0,3213.0
2024-08-15,Everyday Backpack 20L,Asia,DTC,14,180.0,2520.0
2024-08-15,Everyday Backpack 20L,Asia,Wholesale,39,153.0,5967.0
2024-08-15,Everyday Backpack 30L,US,DTC,17,200.0,3400.0
2024-08-15,Everyday Backpack 30L,US,Wholesale,32,170.0,5440.0
2024-08-15,Everyday Backpack 30L,EU,DTC,12,200.0,2400.0
2024-08-15,Everyday Backpack 30L,EU,Wholesale,43,170.0,7310.0
2024-08-15,Everyday Backpack 30L,Asia,DTC,15,200.0,3000.0
2024-08-15,Everyday Backpack 30L,Asia,Wholesale,35,170.0,5950.0
2024-08-15,Capture Clip v3,US,DTC,12,70.0,840.0
2024-08-15,Capture Clip v3,US,Wholesale,34,59.5,2023.0
2024-08-15,Capture Clip v3,EU,DTC,12,70.0,840.0
2024-08-15,Capture Clip v3,EU,Wholesale,24,59.5,1428.0
2024-08-15,Capture Clip v3,Asia,DTC,22,70.0,1540.0
2024-08-15,Capture Clip v3,Asia,Wholesale,21,59.5,1249.5
2024-08-15,Capture Clip Pro,US,DTC,13,90.0,1170.0
2024-08-15,Capture Clip Pro,US,Wholesale,35,76.5,2677.5
2024-08-15,Capture Clip Pro,EU,DTC,15,90.0,1350.0
2024-08-15,Capture Clip Pro,EU,Wholesale,39,76.5,2983.5
2024-08-15,Capture Clip Pro,Asia,DTC,12,90.0,1080.0
2024-08-15,Capture Clip Pro,Asia,Wholesale,34,76.5,2601.0
2024-08-15,Tech Pouch,US,DTC,16,60.0,960.0
2024-08-15,Tech Pouch,US,Wholesale,25,51.0,1275.0
2024-08-15,Tech Pouch,EU,DTC,14,60.0,840.0
2024-08-15,Tech Pouch,EU,Wholesale,22,51.0,1122.0
2024-08-15,Tech Pouch,Asia,DTC,20,60.0,1200.0
2024-08-15,Tech Pouch,Asia,Wholesale,21,51.0,1071.0
2024-08-15,Wash Pouch,US,DTC,17,65.0,1105.0
2024-08-15,Wash Pouch,US,Wholesale,29,55.25,1602.25
2024-08-15,Wash Pouch,EU,DTC,12,65.0,780.0
2024-08-15,Wash Pouch,EU,Wholesale,33,55.25,1823.25
2024-08-15,Wash Pouch,Asia,DTC,16,65.0,1040.0
2024-08-15,Wash Pouch,Asia,Wholesale,31,55.25,1712.75
2024-08-16,Travel Duffel 30L,US,DTC,20,150.0,3000.0
2024-08-16,Travel Duffel 30L,US,Wholesale,28,127.5,3570.0
2024-08-16,Travel Duffel 30L,EU,DTC,16,150.0,2400.0
2024-08-16,Travel Duffel 30L,EU,Wholesale,26,127.5,3315.0
2024-08-16,Travel Duffel 30L,Asia,DTC,26,150.0,3900.0
2024-08-16,Travel Duffel 30L,Asia,Wholesale,26,127.5,3315.0
2024-08-16,Travel Duffel 45L,US,DTC,13,170.0,2210.0
2024-08-16,Travel Duffel 45L,US,Wholesale,46,144.5,6647.0
2024-08-16,Travel Duffel 45L,EU,DTC,12,170.0,2040.0
2024-08-16,Travel Duffel 45L,EU,Wholesale,23,144.5,3323.5
2024-08-16,Travel Duffel 45L,Asia,DTC,11,170.0,1870.0
2024-08-16,Travel Duffel 45L,Asia,Wholesale,39,144.5,5635.5
2024-08-16,Everyday Backpack 20L,US,DTC,14,180.0,2520.0
2024-08-16,Everyday Backpack 20L,US,Wholesale,27,153.0,4131.0
2024-08-16,Everyday Backpack 20L,EU,DTC,23,180.0,4140.0
2024-08-16,Everyday Backpack 20L,EU,Wholesale,29,153.0,4437.0
2024-08-16,Everyday Backpack 20L,Asia,DTC,22,180.0,3960.0
2024-08-16,Everyday Backpack 20L,Asia,Wholesale,36,153.0,5508.0
2024-08-16,Everyday Backpack 30L,US,DTC,20,200.0,4000.0
2024-08-16,Everyday Backpack 30L,US,Wholesale,41,170.0,6970.0
2024-08-16,Everyday Backpack 30L,EU,DTC,17,200.0,3400.0
2024-08-16,Everyday Backpack 30L,EU,Wholesale,35,170.0,5950.0
2024-08-16,Everyday Backpack 30L,Asia,DTC,16,200.0,3200.0
2024-08-16,Everyday Backpack 30L,Asia,Wholesale,48,170.0,8160.0
2024-08-16,Capture Clip v3,US,DTC,16,70.0,1120.0
2024-08-16,Capture Clip v3,US,Wholesale,37,59.5,2201.5
2024-08-16,Capture Clip v3,EU,DTC,24,70.0,1680.0
2024-08-16,Capture Clip v3,EU,Wholesale,30,59.5,1785.0
2024-08-16,Capture Clip v3,Asia,DTC,15,70.0,1050.0
